Customer_ID,Age,Location,Income_Level,Total_Transactions,Avg_Transaction_Value,Max_Transaction_Value,Min_Transaction_Value,Total_Spent,Active_Days,Last_Transaction_Days_Ago,Loyalty_Points_Earned,Referral_Count,Cashback_Received,App_Usage_Frequency,Preferred_Payment_Method,Support_Tickets_Raised,Issue_Resolution_Time,Customer_Satisfaction_Score,LTV,Age_Group
cust_2967,68,Rural,Low,67,5570.3,27470.33,2345.32,373209,175,201,2605,29,2357.47,Weekly,Wallet Balance,18,22.55,1,45252,Senior (>65)
cust_2968,41,Rural,Middle,859,19989.66,83721.79,4992.38,17171117,112,87,343,41,3202.51,Monthly,Debit Card,15,63.66,2,1722296,Dewasa Muda (25-45)
cust_2969,19,Rural,Middle,723,1999.72,7387.4,324.95,1445796,308,68,634,18,1290.62,Weekly,Wallet Balance,16,9.63,8,155002,Remaja (<25)
cust_2970,49,Urban,Middle,214,10133.16,47271.69,1685.77,2168496,290,101,1237,8,1428.57,Daily,Debit Card,7,50.74,3,222409,Dewasa (45-65)
cust_2971,67,Urban,High,697,16988.18,81965.17,8395.22,11840762,340,162,3229,27,12.79,Daily,Wallet Balance,1,19.18,7,1200227,Senior (>65)
cust_2972,63,Rural,Middle,449,6020.03,16942.12,2348.8,2702993,80,313,4259,43,391.06,Monthly,Debit Card,15,3.43,7,289921,Dewasa (45-65)
cust_2973,33,Urban,Low,965,5221.57,12065.77,1462.14,5038810,111,71,4377,42,892.52,Weekly,Debit Card,14,49.92,8,524388,Dewasa Muda (25-45)
cust_2974,55,Suburban,Middle,433,17816.95,40288.79,3615.77,7714740,92,173,2177,24,3202.86,Daily,Debit Card,10,19.81,8,784626,Dewasa (45-65)
cust_2975,50,Rural,Middle,545,6103.55,6975.85,656.52,3326435,186,169,2923,39,1063.29,Weekly,UPI,4,53.75,8,349857,Dewasa (45-65)
cust_2976,56,Suburban,Low,115,13033.35,27611.84,4798.69,1498835,41,103,1328,40,620.4,Daily,Wallet Balance,1,27.06,5,161229,Dewasa (45-65)
cust_2977,44,Suburban,Low,787,14808.86,35840.16,7149.22,11654570,87,228,2093,3,3081.52,Weekly,UPI,6,16.58,1,1169402,Dewasa Muda (25-45)
cust_2978,67,Rural,High,420,15774.47,18102.71,2251.6,6625276,224,133,1236,36,3258.75,Weekly,Credit Card,6,65.61,9,675970,Senior (>65)
cust_2979,44,Suburban,Low,499,19895.25,90133.8,7993.84,9927727,51,60,1433,6,298.37,Daily,Credit Card,0,26.22,9,1005089,Dewasa Muda (25-45)
cust_2980,53,Suburban,Low,710,16065.81,70551.83,2591.33,11406724,126,145,4087,40,3864.49,Daily,Credit Card,16,65.93,6,1156914,Dewasa (45-65)
cust_2981,57,Suburban,Middle,380,13143.67,26366.26,5478.84,4994595,146,211,2001,3,3030.79,Monthly,UPI,15,69.25,9,511246,Dewasa (45-65)
cust_2982,36,Rural,Low,143,17910.32,75406.65,4445.86,2561175,41,109,1856,22,1985.33,Weekly,Credit Card,16,29.86,7,268036,Dewasa Muda (25-45)
cust_2983,57,Rural,High,740,18115.84,75812.01,6971.42,13405718,355,193,1532,43,4915.91,Monthly,Credit Card,10,52.0,4,1349477,Dewasa (45-65)
cust_2984,28,Suburban,Middle,632,19463.6,45545.81,9157.87,12300993,363,357,2049,43,51.0,Daily,Debit Card,13,29.16,10,1248471,Dewasa Muda (25-45)
cust_2985,64,Rural,High,865,15531.54,58837.7,5405.84,13434782,24,183,4837,5,2724.26,Daily,Wallet Balance,12,47.61,10,1362290,Dewasa (45-65)
cust_2986,56,Rural,Low,24,3906.6,8436.03,1829.38,93758,303,9,1870,44,798.52,Weekly,Debit Card,2,55.8,4,21116,Dewasa (45-65)
cust_2987,32,Suburban,High,539,14199.02,18190.44,2754.75,7653273,284,132,1727,8,1646.66,Weekly,Wallet Balance,19,46.33,1,769758,Dewasa Muda (25-45)
cust_2988,24,Rural,High,945,1511.82,4564.47,742.69,1428667,36,74,4963,8,666.01,Daily,Credit Card,7,21.56,9,162259,Remaja (<25)
cust_2989,56,Urban,Low,75,6366.08,17527.78,2859.26,477455,277,96,2300,20,3341.07,Monthly,Debit Card,11,22.88,6,58675,Dewasa (45-65)
cust_2990,16,Rural,Low,753,2324.99,3609.81,332.54,1750719,184,129,1495,2,2007.86,Weekly,Credit Card,10,62.18,7,184257,Remaja (<25)
cust_2991,17,Urban,Middle,535,18999.35,56280.14,5042.73,10164653,325,343,2875,12,4931.5,Weekly,Debit Card,11,41.05,2,1022949,Remaja (<25)
cust_2992,63,Suburban,Middle,673,6781.69,32535.2,3192.9,4564080,154,222,88,37,3269.24,Monthly,Wallet Balance,14,65.01,3,461649,Dewasa (45-65)
cust_2993,44,Rural,Middle,41,14267.18,56006.85,1872.51,584954,182,128,1928,17,4586.67,Daily,UPI,20,30.74,4,65758,Dewasa Muda (25-45)
cust_2994,48,Suburban,Low,750,11430.66,45213.83,3217.79,8572991,300,347,1038,45,1204.14,Daily,UPI,3,19.69,3,866273,Dewasa (45-65)
cust_2995,25,Suburban,High,751,2159.15,8701.83,840.86,1621524,154,335,3236,30,1593.92,Daily,UPI,9,44.18,10,180827,Remaja (<25)
cust_2996,65,Suburban,High,568,11231.28,44684.03,1273.39,6379364,150,7,1867,28,1813.41,Daily,Credit Card,15,64.19,9,652563,Dewasa (45-65)
cust_2997,55,Suburban,Middle,413,13223.86,14276.56,5304.52,5461454,2,225,3995,1,4192.58,Monthly,Credit Card,8,36.6,8,560139,Dewasa (45-65)
cust_2998,36,Suburban,Middle,415,17631.53,82846.39,4310.57,7317084,297,116,4713,30,1058.38,Daily,Credit Card,16,20.73,2,745605,Dewasa Muda (25-45)
cust_2999,43,Rural,Low,449,1411.01,6096.35,281.85,633544,54,103,1442,37,4733.6,Weekly,Debit Card,12,16.73,9,76571,Dewasa Muda (25-45)
cust_3000,26,Urban,High,610,5919.72,12421.46,1955.81,3611031,246,226,3905,6,217.9,Weekly,Credit Card,7,32.89,8,377404,Dewasa Muda (25-45)
cust_3001,49,Rural,Middle,658,13849.9,44471.65,4400.56,9113231,46,53,3773,39,4449.29,Weekly,Wallet Balance,7,61.66,4,924544,Dewasa (45-65)
cust_3002,23,Rural,Low,978,696.29,2409.18,313.03,680971,75,3,468,9,2257.07,Monthly,Credit Card,2,21.28,3,71804,Remaja (<25)
cust_3003,37,Rural,Middle,774,4079.03,6231.87,1510.88,3157171,149,318,640,12,2629.49,Monthly,UPI,20,40.31,4,320882,Dewasa Muda (25-45)
cust_3004,23,Rural,Low,436,4381.22,8831.9,1177.43,1910212,3,32,3931,0,4986.99,Weekly,Credit Card,12,13.29,2,198389,Remaja (<25)
cust_3005,64,Urban,High,552,13389.83,14635.11,4821.08,7391188,9,258,436,36,4350.24,Daily,Wallet Balance,16,53.76,8,749415,Dewasa (45-65)
cust_3006,30,Rural,Low,705,5726.35,25515.53,2290.88,4037079,2,80,4300,24,4520.11,Daily,Debit Card,15,33.6,6,418447,Dewasa Muda (25-45)
cust_3007,32,Suburban,Middle,239,11995.92,13190.95,5697.24,2867024,238,124,955,29,2927.68,Daily,Wallet Balance,1,17.94,10,300048,Dewasa Muda (25-45)
cust_3008,38,Rural,Middle,42,19307.32,43919.96,7369.69,810907,28,337,4617,1,4781.71,Daily,Wallet Balance,9,54.6,1,89033,Dewasa Muda (25-45)
cust_3009,39,Rural,High,734,15866.93,20833.05,5038.53,11646324,290,309,3692,35,3439.03,Weekly,UPI,2,52.69,7,1180796,Dewasa Muda (25-45)
cust_3010,60,Urban,High,708,6664.73,27496.16,1660.8,4718626,181,260,1685,23,4096.64,Daily,UPI,1,3.38,4,479484,Dewasa (45-65)
cust_3011,34,Urban,Middle,800,9453.28,44429.74,4316.3,7562620,315,312,284,11,3604.67,Monthly,Wallet Balance,0,32.36,4,760127,Dewasa Muda (25-45)
cust_3012,20,Suburban,Middle,10,4021.47,13074.86,1676.99,40214,266,336,4932,4,3904.57,Daily,Debit Card,1,43.1,5,17333,Remaja (<25)
cust_3013,47,Rural,Middle,747,324.24,505.26,42.43,242209,83,210,2484,14,3189.85,Daily,Credit Card,1,19.17,8,36994,Dewasa (45-65)
cust_3014,59,Rural,High,837,5801.41,18753.89,2203.47,4855780,349,45,1162,41,3632.04,Weekly,UPI,5,5.0,10,500186,Dewasa (45-65)
cust_3015,16,Rural,Middle,265,7394.48,30179.56,2332.96,1959536,253,309,4754,48,2179.69,Daily,Wallet Balance,13,21.16,2,211171,Remaja (<25)
cust_3016,38,Suburban,High,581,11291.7,43740.26,1597.3,6560477,258,329,2962,45,3534.34,Weekly,UPI,19,62.57,7,671704,Dewasa Muda (25-45)
cust_3017,52,Urban,Middle,445,18881.89,74902.13,6155.2,8402442,48,272,1437,6,1384.05,Weekly,Credit Card,9,25.09,9,852026,Dewasa (45-65)
cust_3018,23,Suburban,Low,139,18957.56,40127.39,3355.53,2635101,134,227,1571,1,3174.7,Daily,Debit Card,19,56.85,8,273164,Remaja (<25)
cust_3019,28,Rural,Low,867,1411.26,1827.52,540.88,1223566,300,349,4009,2,2618.76,Weekly,Credit Card,0,50.86,10,139265,Dewasa Muda (25-45)
cust_3020,23,Urban,Middle,731,12296.77,19623.85,2599.35,8988936,199,113,4872,3,4492.69,Monthly,Debit Card,12,69.06,10,916691,Remaja (<25)
cust_3021,38,Urban,Low,196,856.63,4130.69,137.18,167899,292,30,4742,47,3366.11,Weekly,Credit Card,15,62.91,2,31290,Dewasa Muda (25-45)
cust_3022,58,Suburban,High,74,12965.14,44782.32,1721.63,959420,136,276,389,15,2983.1,Weekly,UPI,1,67.85,4,100728,Dewasa (45-65)
cust_3023,16,Urban,Low,615,2362.88,9242.65,700.17,1453173,83,362,2245,26,1565.37,Daily,Credit Card,13,2.65,1,152624,Remaja (<25)
cust_3024,60,Urban,Low,225,18928.59,87000.7,3404.38,4258933,266,214,556,21,4314.02,Daily,Wallet Balance,18,22.11,4,430948,Dewasa (45-65)
cust_3025,66,Rural,High,635,17288.13,76258.26,7642.24,10977962,358,87,2000,2,270.79,Weekly,Credit Card,11,62.97,5,1106860,Senior (>65)
cust_3026,39,Rural,Low,102,456.35,855.03,46.18,46548,219,292,2504,48,4498.76,Monthly,Wallet Balance,15,27.46,6,18213,Dewasa Muda (25-45)
cust_3027,50,Urban,Low,264,15644.81,19278.17,6843.91,4130230,349,22,3525,16,3264.89,Monthly,Wallet Balance,8,4.74,2,422040,Dewasa (45-65)
cust_3028,39,Urban,Middle,945,12721.58,59797.97,3923.81,12021896,19,21,1110,21,947.46,Weekly,UPI,10,66.93,5,1211035,Dewasa Muda (25-45)
cust_3029,32,Suburban,High,920,9912.43,48835.3,4647.52,9119435,18,176,4319,6,4514.98,Weekly,Wallet Balance,20,33.09,5,923924,Dewasa Muda (25-45)
cust_3030,20,Suburban,High,999,12056.66,39417.78,2192.44,12044606,179,261,1276,29,1631.77,Weekly,UPI,11,4.68,4,1213096,Remaja (<25)
cust_3031,35,Urban,Middle,161,13568.22,61784.34,1911.89,2184483,23,168,3266,7,841.36,Weekly,Debit Card,3,21.15,8,233259,Dewasa Muda (25-45)
cust_3032,36,Rural,Middle,233,17690.3,34093.89,6191.31,4121841,315,221,1400,18,1595.73,Daily,Debit Card,18,61.76,10,425986,Dewasa Muda (25-45)
cust_3033,55,Urban,Low,491,15349.48,22167.02,5874.11,7536594,244,82,4225,6,4805.36,Weekly,Credit Card,9,57.07,7,767306,Dewasa (45-65)
cust_3034,46,Urban,Low,787,11511.8,34526.98,2866.83,9059788,107,79,2035,0,3763.79,Weekly,Credit Card,14,71.8,2,910166,Dewasa (45-65)
cust_3035,61,Rural,Low,770,16494.07,70012.92,1739.66,12700431,131,301,1456,15,4583.97,Monthly,UPI,16,32.24,8,1280163,Dewasa (45-65)
cust_3036,51,Rural,Middle,311,19738.59,71426.35,5187.01,6138701,10,159,4634,49,1494.36,Weekly,UPI,11,22.48,8,635290,Dewasa (45-65)
cust_3037,26,Suburban,High,651,6010.64,21333.44,1163.15,3912925,199,143,1352,39,412.2,Weekly,Credit Card,0,10.45,5,402690,Dewasa Muda (25-45)
cust_3038,67,Suburban,Low,227,2377.23,2543.25,568.13,539631,305,314,931,30,2813.78,Weekly,Credit Card,15,22.16,7,64418,Senior (>65)
cust_3039,30,Suburban,Middle,273,14631.65,33213.43,4429.03,3994440,312,45,1884,38,2415.0,Weekly,Credit Card,7,15.17,4,409804,Dewasa Muda (25-45)
cust_3040,34,Suburban,High,938,19572.14,93123.92,7455.75,18358667,90,236,2947,26,3603.02,Weekly,Wallet Balance,18,48.43,5,1847559,Dewasa Muda (25-45)
cust_3041,22,Rural,Middle,317,2342.95,3601.34,1137.01,742715,144,170,4180,9,2713.38,Monthly,Debit Card,8,55.4,3,85174,Remaja (<25)
cust_3042,66,Urban,Low,899,8639.83,33742.54,1361.64,7767205,295,225,4964,33,1982.33,Daily,Credit Card,10,58.06,4,792957,Senior (>65)
cust_3043,43,Suburban,Middle,86,1254.73,5065.65,466.71,107906,109,294,4302,46,23.43,Daily,Wallet Balance,16,54.4,4,27982,Dewasa Muda (25-45)
cust_3044,66,Suburban,Middle,291,15532.87,61064.9,3002.26,4520066,352,307,411,13,2338.73,Monthly,UPI,8,35.81,7,459959,Senior (>65)
cust_3045,58,Rural,Middle,469,18974.69,94060.17,3572.59,8899128,204,280,3993,1,603.21,Weekly,Credit Card,19,28.86,10,907697,Dewasa (45-65)
cust_3046,20,Rural,Middle,729,9984.89,26328.49,3528.88,7278987,44,91,120,38,4610.01,Monthly,UPI,10,8.11,10,739633,Remaja (<25)
cust_3047,20,Urban,High,871,8196.33,30562.25,3363.77,7139001,8,147,1480,21,4608.53,Weekly,UPI,8,42.08,10,726655,Remaja (<25)
cust_3048,45,Urban,Low,578,18155.3,32218.77,8916.34,10493765,301,281,8,25,4018.25,Daily,Debit Card,1,33.15,1,1050883,Dewasa Muda (25-45)
cust_3049,69,Rural,High,769,2676.43,6955.62,1090.73,2058177,353,70,4407,43,789.33,Daily,UPI,8,18.27,7,225537,Senior (>65)
cust_3050,47,Suburban,Middle,647,17832.77,52896.32,2905.42,11537802,153,49,3275,4,737.19,Daily,Wallet Balance,10,57.98,5,1165361,Dewasa (45-65)
cust_3051,23,Suburban,Middle,404,7848.6,14592.98,1492.5,3170833,17,17,4924,37,2816.55,Weekly,Debit Card,0,51.49,8,337223,Remaja (<25)
cust_3052,25,Suburban,Low,427,11192.53,51790.58,4528.01,4779212,339,149,499,15,3637.31,Weekly,Credit Card,19,41.34,8,486600,Remaja (<25)
cust_3053,53,Urban,Low,375,10570.56,40853.01,3285.28,3963959,237,43,2697,11,4522.7,Monthly,Wallet Balance,4,15.24,6,406628,Dewasa (45-65)
cust_3054,62,Suburban,High,902,12323.42,26310.89,2688.52,11115728,335,212,4240,40,4470.17,Weekly,UPI,17,41.47,3,1124817,Dewasa (45-65)
cust_3055,47,Suburban,High,567,18843.05,29015.01,5440.24,10684006,56,204,4496,43,776.64,Weekly,Credit Card,7,15.49,2,1083304,Dewasa (45-65)
cust_3056,63,Rural,Low,868,19023.03,40927.46,8863.88,16511989,44,205,2974,41,4977.37,Daily,Credit Card,17,52.99,9,1667758,Dewasa (45-65)
cust_3057,43,Suburban,High,755,16624.65,58052.32,6687.1,12551613,309,338,685,16,783.99,Weekly,UPI,8,13.24,8,1265739,Dewasa Muda (25-45)
cust_3058,32,Rural,Middle,252,3838.97,16529.19,1075.98,967419,241,63,754,24,4200.59,Monthly,Wallet Balance,1,53.51,10,108549,Dewasa Muda (25-45)
cust_3059,46,Suburban,Middle,533,6676.99,20115.59,3286.56,3558836,39,24,4578,23,2934.73,Monthly,Wallet Balance,16,39.39,5,370872,Dewasa (45-65)
cust_3060,23,Urban,Low,307,9761.62,13763.67,4079.87,2996816,130,33,2147,10,3391.43,Daily,Credit Card,10,70.34,10,313279,Remaja (<25)
cust_3061,55,Suburban,High,430,18110.16,36170.7,1853.55,7787370,98,209,2652,17,3019.86,Weekly,UPI,13,34.15,3,787231,Dewasa (45-65)
cust_3062,40,Suburban,Middle,675,10422.09,24810.57,1510.65,7034909,281,273,4881,35,4348.41,Daily,UPI,5,18.02,7,721578,Dewasa Muda (25-45)
cust_3063,24,Rural,Low,868,19548.94,69292.09,6286.69,16968478,80,176,2314,2,3185.49,Daily,Credit Card,4,60.62,2,1702083,Remaja (<25)
cust_3064,17,Rural,High,264,19676.99,39089.78,4722.12,5194724,288,44,4601,18,4243.32,Monthly,UPI,11,42.21,5,533352,Remaja (<25)
cust_3065,30,Rural,Middle,68,11975.7,23181.52,5089.95,814347,335,153,4056,5,771.84,Daily,Debit Card,11,39.11,4,93660,Dewasa Muda (25-45)
cust_3066,65,Suburban,High,107,17551.13,37643.8,8043.24,1877971,234,363,2297,22,4333.53,Daily,Wallet Balance,9,8.47,5,197424,Dewasa (45-65)
cust_3067,18,Suburban,High,400,19984.46,67349.96,3922.16,7993784,334,355,4534,39,4964.77,Monthly,Wallet Balance,2,28.03,10,819864,Remaja (<25)
cust_3068,64,Urban,High,579,16995.83,50486.48,6888.65,9840587,169,188,3679,6,3307.53,Daily,Wallet Balance,18,1.33,5,995362,Dewasa (45-65)
cust_3069,51,Suburban,Low,199,13141.65,57383.6,4128.57,2615188,79,285,386,46,4881.81,Daily,Debit Card,19,16.3,1,265449,Dewasa (45-65)
cust_3070,19,Urban,Middle,192,16904.22,64096.22,4340.78,3245610,71,12,1485,43,1099.42,Weekly,Credit Card,16,38.28,10,341281,Remaja (<25)
cust_3071,29,Rural,Low,514,1662.27,6096.04,689.37,854409,263,356,2543,46,4146.42,Weekly,Wallet Balance,14,34.61,8,101053,Dewasa Muda (25-45)
cust_3072,56,Rural,Middle,769,12700.08,20556.35,4139.84,9766360,200,137,4711,8,845.23,Weekly,UPI,3,41.28,2,988435,Dewasa (45-65)
cust_3073,56,Rural,Middle,442,4338.28,5296.65,1536.24,1917517,211,86,4751,1,2579.71,Weekly,Credit Card,5,62.64,9,209063,Dewasa (45-65)
cust_3074,40,Urban,Low,1,2330.11,7083.53,291.03,2330,18,53,136,46,3320.17,Monthly,Credit Card,1,19.47,4,7444,Dewasa Muda (25-45)
cust_3075,65,Suburban,Low,358,17858.5,22976.15,5971.02,6393341,273,61,2627,49,3301.31,Monthly,Wallet Balance,11,49.07,8,655837,Dewasa (45-65)
cust_3076,25,Rural,Middle,115,12796.5,31429.13,2818.87,1471597,210,113,4268,44,3354.3,Weekly,UPI,15,40.13,10,168418,Remaja (<25)
cust_3077,36,Suburban,Middle,903,4878.5,5388.05,1450.46,4405281,117,304,2049,47,1604.62,Daily,Credit Card,6,59.26,3,451523,Dewasa Muda (25-45)
cust_3078,51,Suburban,Middle,600,7741.78,13217.04,1461.68,4645066,104,108,856,46,4868.61,Daily,Wallet Balance,16,19.98,5,473384,Dewasa (45-65)
cust_3079,27,Rural,High,197,19465.8,28059.39,6731.08,3834762,77,335,4593,10,32.76,Daily,UPI,13,71.31,1,394645,Dewasa Muda (25-45)
cust_3080,42,Urban,Middle,981,17245.02,72497.03,2741.74,16917363,315,303,1143,2,3104.99,Weekly,UPI,8,48.14,6,1698669,Dewasa Muda (25-45)
cust_3081,55,Suburban,Low,604,321.48,766.57,47.95,194173,11,67,2837,41,4330.55,Daily,Credit Card,12,3.88,8,35026,Dewasa (45-65)
cust_3082,17,Rural,Low,274,19596.22,25776.6,3436.48,5369364,51,320,148,48,4455.57,Monthly,Debit Card,17,1.33,4,543804,Remaja (<25)
cust_3083,69,Suburban,Low,856,7376.9,15210.59,3149.83,6314629,7,122,4950,29,3601.03,Weekly,Debit Card,11,62.62,1,643462,Senior (>65)
cust_3084,28,Suburban,Middle,160,13911.41,51906.7,1577.74,2225825,37,254,2266,7,2874.06,Weekly,Wallet Balance,12,19.58,10,236377,Dewasa Muda (25-45)
cust_3085,68,Suburban,Middle,173,14256.4,56776.72,5586.1,2466357,261,300,2563,36,2286.68,Daily,Wallet Balance,15,17.83,10,264218,Senior (>65)
cust_3086,47,Suburban,High,545,18234.57,26977.33,2235.61,9937841,62,5,569,20,2247.58,Weekly,Debit Card,16,40.04,8,1003798,Dewasa (45-65)
cust_3087,46,Suburban,High,458,17702.37,72832.24,5961.15,8107684,200,350,197,7,2125.5,Daily,UPI,19,13.03,6,816799,Dewasa (45-65)
cust_3088,31,Urban,Low,585,5641.77,14004.22,2309.87,3300438,330,235,3445,46,3499.46,Weekly,Credit Card,20,21.5,10,349784,Dewasa Muda (25-45)
cust_3089,47,Urban,High,433,12874.27,47860.51,2477.39,5574560,90,335,3097,10,3656.04,Daily,UPI,10,37.64,8,570822,Dewasa (45-65)
cust_3090,47,Rural,High,929,7880.17,29046.56,1405.66,7320679,79,39,2505,40,2573.81,Daily,Credit Card,4,70.71,2,741791,Dewasa (45-65)
cust_3091,49,Urban,Low,481,10515.62,43896.1,2267.92,5058012,55,200,2756,33,3704.06,Daily,UPI,14,11.88,6,518761,Dewasa (45-65)
cust_3092,26,Urban,Middle,455,11098.02,42047.43,4215.53,5049600,221,170,4006,38,2642.28,Daily,Credit Card,0,3.98,2,517450,Dewasa Muda (25-45)
cust_3093,25,Urban,High,196,7932.91,9166.26,1601.9,1554849,92,358,711,15,486.76,Daily,Debit Card,16,51.27,6,164163,Remaja (<25)
cust_3094,30,Suburban,Middle,796,9283.24,28573.12,2791.54,7389460,74,348,926,6,4258.08,Monthly,Debit Card,17,44.75,6,745268,Dewasa Muda (25-45)
cust_3095,32,Suburban,Low,599,4174.76,6949.83,642.02,2500682,56,21,3769,3,4352.4,Monthly,Debit Card,8,23.24,10,265730,Dewasa Muda (25-45)
cust_3096,55,Rural,Low,309,12156.85,59323.71,3458.36,3756467,232,175,4270,31,1332.31,Daily,Debit Card,16,20.84,7,393620,Dewasa (45-65)
cust_3097,33,Rural,High,736,15181.61,30717.52,5311.91,11173662,179,74,4374,36,3932.17,Monthly,Credit Card,2,62.62,1,1128748,Dewasa Muda (25-45)
cust_3098,24,Rural,Low,556,8600.53,23053.1,1107.12,4781892,61,284,207,45,2555.85,Daily,Credit Card,7,23.81,1,482825,Remaja (<25)
cust_3099,40,Suburban,Low,848,19553.82,34938.94,8333.24,16581643,360,149,4870,21,620.14,Daily,Debit Card,10,43.1,1,1670694,Dewasa Muda (25-45)
cust_3100,55,Urban,Low,494,1153.96,1775.2,548.1,570054,117,113,2352,6,1989.99,Monthly,Credit Card,16,31.2,5,66314,Dewasa (45-65)
cust_3101,29,Urban,High,439,11787.32,40120.72,2091.3,5174634,78,284,2775,12,382.76,Monthly,UPI,15,38.45,1,525022,Dewasa Muda (25-45)
cust_3102,40,Suburban,High,650,11676.18,34710.0,4714.53,7589516,236,86,991,17,3932.33,Daily,Wallet Balance,19,64.06,3,763667,Dewasa Muda (25-45)
cust_3103,65,Rural,High,782,735.56,1837.91,165.79,575209,33,102,3426,41,981.17,Monthly,Credit Card,13,32.78,1,68982,Dewasa (45-65)
cust_3104,37,Rural,Low,359,4499.16,6036.41,1667.79,1615197,55,19,2078,33,821.96,Weekly,Credit Card,16,59.61,7,175564,Dewasa Muda (25-45)
cust_3105,67,Rural,Middle,36,18111.8,71429.98,4032.97,652024,243,63,124,12,1042.69,Monthly,UPI,6,43.76,8,74129,Senior (>65)
cust_3106,45,Suburban,Low,34,10894.84,11150.05,4847.52,370424,274,116,4526,33,1130.66,Daily,Debit Card,10,26.81,4,52829,Dewasa Muda (25-45)
cust_3107,35,Rural,High,88,8733.35,24721.04,2085.9,768535,74,180,860,28,3369.76,Weekly,UPI,16,2.77,9,88688,Dewasa Muda (25-45)
cust_3108,36,Rural,Middle,658,8315.77,29357.08,3655.05,5471779,21,38,707,46,3193.0,Monthly,Debit Card,12,48.39,8,559595,Dewasa Muda (25-45)
cust_3109,59,Suburban,Middle,16,17764.34,48369.5,7220.44,284229,353,302,1314,4,646.68,Monthly,UPI,18,50.45,7,38127,Dewasa (45-65)
cust_3110,47,Urban,High,745,7346.95,11055.96,1311.65,5473480,201,92,4554,30,3622.1,Monthly,Debit Card,16,71.5,9,566644,Dewasa (45-65)
cust_3111,66,Suburban,Middle,421,17184.75,70680.85,2797.35,7234777,154,173,1057,10,1745.29,Monthly,UPI,10,51.48,10,735719,Senior (>65)
cust_3112,61,Suburban,Middle,553,6190.76,14212.6,2549.74,3423490,254,205,3598,37,2287.36,Monthly,Wallet Balance,3,59.2,3,355101,Dewasa (45-65)
cust_3113,64,Suburban,High,767,10634.76,16367.14,2723.79,8156864,207,9,4436,50,624.3,Daily,Wallet Balance,15,12.88,2,831246,Dewasa (45-65)
cust_3114,36,Suburban,Middle,793,2884.96,9234.93,1384.08,2287771,149,9,2886,46,3543.13,Monthly,Credit Card,20,55.17,10,247377,Dewasa Muda (25-45)
cust_3115,50,Urban,Middle,126,16502.36,17767.86,7874.58,2079296,183,21,1360,3,1881.11,Weekly,Wallet Balance,0,25.99,5,215009,Dewasa (45-65)
cust_3116,47,Rural,High,8,14722.14,33805.78,5556.02,117777,302,24,1169,6,3160.65,Monthly,UPI,12,70.58,10,23135,Dewasa (45-65)
cust_3117,45,Suburban,Middle,472,10606.56,42453.49,3184.43,5006296,297,95,1573,22,2136.1,Monthly,Wallet Balance,16,33.07,9,513907,Dewasa Muda (25-45)
cust_3118,54,Urban,Middle,468,527.77,2454.56,93.94,246995,261,192,319,30,244.34,Daily,UPI,14,34.0,2,30215,Dewasa (45-65)
cust_3119,64,Rural,Middle,880,9630.33,32424.47,4362.13,8474693,44,349,4469,16,3517.45,Daily,Debit Card,9,36.32,2,858248,Dewasa (45-65)
cust_3120,27,Rural,Middle,862,4511.68,8438.85,599.15,3889066,144,296,370,9,2762.54,Weekly,Wallet Balance,0,22.85,5,394165,Dewasa Muda (25-45)
cust_3121,56,Rural,High,852,8273.35,15553.91,2052.95,7048896,244,180,1808,21,2171.22,Daily,Wallet Balance,14,27.95,9,718519,Dewasa (45-65)
cust_3122,62,Suburban,Low,510,17129.97,58507.17,3900.28,8736282,5,131,2463,29,1007.76,Weekly,Debit Card,10,28.86,9,889950,Dewasa (45-65)
cust_3123,33,Suburban,Low,402,15394.37,40441.73,7441.2,6188536,62,21,1616,28,3121.72,Monthly,Wallet Balance,12,37.42,10,633324,Dewasa Muda (25-45)
cust_3124,36,Rural,Middle,836,4846.64,8283.18,713.65,4051789,346,8,4013,16,1375.99,Daily,Credit Card,2,11.03,4,418116,Dewasa Muda (25-45)
cust_3125,28,Rural,High,176,19699.22,81743.65,8984.03,3467062,26,201,4678,42,2145.87,Monthly,UPI,20,43.43,9,368189,Dewasa Muda (25-45)
cust_3126,36,Rural,High,740,18065.18,32534.88,5104.75,13368231,317,14,4978,20,282.43,Monthly,Credit Card,15,39.27,1,1349637,Dewasa Muda (25-45)
cust_3127,23,Rural,Middle,966,10578.18,24187.68,1258.8,10218523,325,332,3900,21,3883.73,Daily,Debit Card,13,70.74,9,1038810,Remaja (<25)
cust_3128,61,Rural,Low,835,10607.7,13214.21,4153.41,8857433,184,36,870,47,450.19,Daily,Wallet Balance,10,63.08,7,898958,Dewasa (45-65)
cust_3129,55,Rural,Middle,914,18026.31,68598.9,2530.02,16476044,306,164,299,38,4454.2,Daily,UPI,9,33.84,9,1658775,Dewasa (45-65)
cust_3130,61,Urban,High,367,12726.53,26739.87,2479.15,4670638,36,45,2269,39,4337.87,Monthly,Credit Card,12,50.56,10,483332,Dewasa (45-65)
cust_3131,22,Rural,High,488,10738.4,20740.88,4508.96,5240339,30,144,933,47,4855.45,Daily,Credit Card,6,47.55,5,533172,Remaja (<25)
cust_3132,38,Suburban,Low,18,14985.48,33169.36,2426.04,269738,69,11,3687,47,4542.21,Weekly,Debit Card,16,17.67,6,42776,Dewasa Muda (25-45)
